x1,x2,x3,x4,x5,x6,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,,
id10731,6.0.1,samsung_SM-N910T,US,0,1998,0,20,0,4,1,0.01204819277,0.2048192771,0,83,samsung,0,6,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id36891,7,AlcatelOneTouch_5049Z,US,0,1982,0,36,0,0,0,0.03225806452,0.09677419355,0,62,AlcatelOneTouch,0,7,0,0,0,0,0,TRUE,586206336715673895,Facebook,Copy Tests,,
id69586,7,samsung_SM-G925W8,CA,1,1982,0,36,0,2,0,0.05479452055,0.1369863014,0,73,samsung,0,7,0,0,1,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id133319,8.0.0,samsung_SM-A520W,CA,1,1985,2.533026481,33,0,3,1,0.00518134715,0.04663212435,0,193,samsung,0,8,0,0,1,1,0,TRUE,576422175842834761,Facebook,Yahtzee,,
id27381,8.0.0,samsung_SM-G892A,CA,1,1993,0,25,0,2,1,0.01408450704,0.0985915493,0,142,samsung,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id12784,8.1.0,LGE_LM-X210(G),US,1,2000,0,18,0,1,1,0.04444444444,0.1777777778,0,45,LGE,0,8,0,0,1,1,0,FALSE,komistplay-i274e8b53055fa8e,Snapchat,Snapchat,,
id37764,7,Vodafone_VFD 610,NZ,0,1965,0,53,0,0,0,0.02380952381,0,0,42,Vodafone,0,7,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id7683,8.1.0,Xiaomi_Redmi Note 5 Pro,CA,0,1993,0,25,0,1,1,0.0462962963,0.0462962963,0,108,Xiaomi,0,8,0,0,0,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id77201,7.1.1,ZTE_Z971,US,1,1993,0,25,0,4,1,0.01408450704,0.1267605634,0,71,ZTE,0,7,0,0,1,0,0,TRUE,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
id18154,8.1.0,Xiaomi_POCOPHONE F1,NZ,0,1996,0,22,0,4,1,0.03333333333,0.1833333333,0,60,Xiaomi,0,8,0,0,0,1,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id59097,8.0.0,samsung_SM-J737V,US,0,1988,0,30,0,3,1,0,0.0404040404,0,99,samsung,0,8,0,0,0,1,0,FALSE,0,qc1Q_0n5B,NA,,
id91699,7,HUAWEI_KOB-W09,GB,1,1966,0,52,0,0,0,0,0.243902439,0,41,HUAWEI,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id1423,7,HUAWEI_PRA-LX1,GB,0,1994,0,24,0,2,1,0,0.1379310345,0,29,HUAWEI,0,7,0,0,0,0,0,FALSE,NA,NA,NA,,
id11444,8.0.0,samsung_SM-A520W,CA,1,1987,0,31,0,4,1,0.05714285714,0.1571428571,0,70,samsung,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id42838,8.0.0,samsung_SM-N950U1,US,1,1987,0,31,0,6,2,0.08947368421,0.1210526316,0,190,samsung,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id141540,6.0.1,samsung_SM-G900V,US,0,1996,0,22,0,0,0,0.04761904762,0.03174603175,0,63,samsung,0,6,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id35961,8.1.0,WIKO_W_K300,FR,1,1983,0,35,0,4,0,0.01923076923,0.1730769231,0,52,WIKO,1,8,0,0,1,1,1,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id21421,8.0.0,samsung_SM-G960W,CA,1,1968,0,50,0,1,1,0.01886792453,0.1572327044,0,159,samsung,0,8,0,0,1,1,0,TRUE,576417976967144256,Facebook,Starbucks,,
id43092,9,Google_Pixel 2 XL,US,0,1986,0,32,0,5,0,0.03773584906,0.2641509434,0,53,Google,0,9,0,0,0,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id79475,8.0.0,samsung_SM-G930R4,US,0,1959,0,59,0,8,0,0,0.4479166667,0,96,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id3634,4.4.2,samsung_SAMSUNG-SGH-I257,US,1,1969,0,49,0,0,0,0,0.2089552239,0,67,samsung,0,4,0,0,1,0,0,FALSE,NA,NA,NA,,
id89740,7,LGE_LGMS210,US,0,2000,0,18,0,1,1,0.03225806452,0.1290322581,0,31,LGE,0,7,0,0,0,0,0,FALSE,586206336715673895,Facebook,Copy Tests,,
id53039,6.0.1,LGE_LG-M153,US,1,1976,0,42,0,3,0,0,0.3636363636,0,33,LGE,0,6,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id130358,7.1.1,google_Mediatek MTK8173 Chromebook,US,0,1992,0,26,1,3,0,0,0.3870967742,1,31,google,1,7,1,1,0,0,0,FALSE,548943608616103854,CxssTFyT8,NA,,
id33423,7,TCL_5009A,AU,0,2000,0,18,0,2,0,0,0.06976744186,0,43,TCL,0,7,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id97089,7,samsung_SM-J327T1,US,0,1989,0,29,0,7,0,0.05405405405,0.4054054054,0,74,samsung,0,7,0,0,0,0,0,TRUE,489173088290878094,Facebook,Lookalike,,
id35771,7.1.1,ZTE_Z982,US,0,1971,0,47,0,2,1,0.01923076923,0.07692307692,0,52,ZTE,0,7,0,0,0,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id52322,5.1,HUAWEI_HUAWEI RIO-L02,AU,0,1995,0,23,0,2,1,0.1052631579,0.05263157895,0,38,HUAWEI,0,5,0,0,0,0,0,FALSE,576417976967144256,Facebook,Starbucks,,
id125457,8.0.0,samsung_SAMSUNG-SM-G930A,US,1,1987,0,31,0,4,2,0.01063829787,0.1808510638,0,94,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id132302,5.0.2,LGE_VK810 4G,US,1,1983,0,35,0,0,1,0.03448275862,0.1034482759,0,29,LGE,0,5,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id112521,6.0.1,LGE_LGL58VL,US,0,2003,0,15,0,1,0,0,0.1739130435,0,23,LGE,0,6,0,0,0,0,0,TRUE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id134108,8.1.0,samsung_SM-N960F,NZ,0,1985,0,33,0,3,1,0.05102040816,0.1530612245,0,98,samsung,0,8,0,0,0,1,0,TRUE,574253038517356133,Facebook,Play Games. Earn Money.,,
id9778,7,LGE_LGMP260,US,0,1980,0,38,0,2,0,0.05714285714,0.1714285714,0,35,LGE,0,7,0,0,0,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id37551,6,Meizu_M5s,NZ,0,1995,0,23,0,2,0,0,0.0641025641,0,78,Meizu,1,6,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id74533,8.1.0,samsung_SM-J727T,CA_US,0,1996,0,22,0,2,1,0.04255319149,0.08510638298,0,47,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id140896,7,samsung_SAMSUNG-SM-J327AZ,US,0,1992,0,26,0,1,0,0,0.1081081081,0,37,samsung,0,7,0,0,0,0,0,TRUE,573880939902959083,Facebook,Fortnite,,
id142310,8.0.0,samsung_SM-G935W8,CA,1,1963,0,55,0,1,0,0.04545454545,0.09090909091,0,110,samsung,0,8,0,0,1,1,0,TRUE,576422175842834761,Facebook,Yahtzee,,
id28482,8.0.0,HUAWEI_PRA-LX1,DE,0,2000,0,18,0,1,0,0.05882352941,0.2352941176,0,34,HUAWEI,0,8,0,0,0,1,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id51291,6.0.1,ZTE_Z833,US,0,1996,0,22,0,3,1,0,0.119047619,1,42,ZTE,0,6,1,0,0,0,0,FALSE,492786776143062094,Facebook,NA,,
id135681,4.4.2,LENOVO_Lenovo TAB 2 A7-30HC,US,0,1995,0,23,0,2,0,0,0.5063291139,0,79,LENOVO,0,4,0,0,0,0,0,FALSE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id43074,8.0.0,samsung_SM-G955F,GB,1,1981,0,37,0,7,1,0.056,0.2,0,125,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id70617,8.0.0,samsung_SM-G960U,US,1,1963,0,55,0,0,0,0.01785714286,0.08928571429,0,56,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id112610,5.0.2,samsung_SM-S920L,US,0,1996,0,22,0,0,0,0,0.09523809524,0,21,samsung,0,5,0,0,0,0,0,FALSE,576465400783883159,Facebook,Gamer Giftcards,,
id127173,8.0.0,samsung_SM-A520W,CA,0,1988,0,30,0,1,1,0.02197802198,0.3516483516,0,91,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id59716,8.0.0,samsung_SM-A520W,CA,0,1994,0,24,0,3,0,0.01587301587,0.3492063492,0,63,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id121732,8.1.0,OnePlus_ONEPLUS A6003,GB,0,1997,0,21,0,5,3,0.005617977528,0.2359550562,0,178,OnePlus,0,8,0,0,0,1,0,TRUE,459856103233242576,Facebook,Play Games. Earn Money.,,
id55846,7.1.1,motorola_Moto E (4),US,0,1992,0,26,0,0,2,0,0.15,0,60,motorola,0,7,0,0,0,0,0,FALSE,573880939902959083,Facebook,Fortnite,,
id95821,8.0.0,motorola_moto g(6) play,US,0,1989,0,29,1,0,1,0.01639344262,0.1803278689,1,61,motorola,0,8,1,1,0,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id120191,8.0.0,samsung_SM-G950U,US,0,1992,0,26,0,2,1,0,0.2385321101,0,109,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id52411,7,LGE_LG-M150,US,0,2000,0,18,0,1,1,0,0.07142857143,0,28,LGE,0,7,0,0,0,0,0,TRUE,573880939902959083,Facebook,Fortnite,,
id16886,7.1.2,LGE_LG-SP200,US,1,1987,0,31,0,0,2,0.025,0.1,0,40,LGE,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id72142,7,samsung_SM-A510F,SG,0,2002,0,16,0,1,1,0.01515151515,0.07575757576,0,66,samsung,0,7,0,0,0,0,0,TRUE,NA,NA,NA,,
id139165,7.1.2,LGE_LM-X210CM,US,0,1999,0,19,0,1,0,0,0.4418604651,0,43,LGE,0,7,0,0,0,0,0,FALSE,NA,NA,NA,,
id86669,8.0.0,samsung_SM-G965U1,US,1,1986,0,32,0,6,3,0.03205128205,0.2820512821,0,156,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id62246,6,HUAWEI_ALE-L21,DK,0,1991,0,27,0,4,0,0.02777777778,0.1944444444,0,36,HUAWEI,0,6,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id44095,6.0.1,LGE_LG-M153,US,1,2005,0,13,0,2,0,0,0.4848484848,0,33,LGE,0,6,0,0,1,0,0,FALSE,575783879378738740,_ivspC3dB,NA,,
id93759,7.1.1,samsung_SM-J700P,US,0,2002,0,16,0,0,1,0.0243902439,0.1219512195,0,41,samsung,0,7,0,0,0,0,0,FALSE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id118072,8.0.0,samsung_SM-G930F,GB,1,1957,0,61,0,6,0,0.04,0.36,0,125,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id81428,8.0.0,motorola_moto e5 plus,US,0,1973,0,45,0,2,0,0.05,0.2833333333,0,60,motorola,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id91436,8.0.0,samsung_SM-G950U,US,1,1986,0,32,0,8,3,0.0632183908,0.132183908,0,174,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id79646,5.1.1,samsung_SM-J105Y,AU,2,1996,0,22,0,0,0,0,0.04761904762,0,21,samsung,0,5,0,0,0,0,0,FALSE,NA,NA,NA,,
id112300,6.0.1,LGE_LGLS755,US,0,2002,0,16,0,3,0,0,0.2063492063,0,63,LGE,0,6,0,0,0,0,0,FALSE,568852906636498550,Facebook,Amazon,,
id137332,5.1,Fortuneship_IMO Q2,GB,0,1995,0,23,0,0,0,0,0.1666666667,0,42,Fortuneship,1,5,0,0,0,0,0,FALSE,NA,NA,NA,,
id16063,7,AlcatelOneTouch_Alcatel_5044R,US,1,1997,0,21,0,2,1,0.06944444444,0.05555555556,0,72,AlcatelOneTouch,0,7,0,0,1,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id17059,8.1.0,WIKO_W_K300,FR,0,2000,0,18,0,3,1,0,0.1917808219,0,73,WIKO,1,8,0,0,0,1,1,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id140015,8.0.0,samsung_SM-G950U,US,0,1994,0,24,0,1,3,0.02884615385,0.03846153846,0,104,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id59819,6.0.1,HTC_HTC Desire 530,US,0,1995,0,23,0,0,0,0,0.08571428571,0,35,HTC,0,6,0,0,0,0,0,FALSE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id133542,8.0.0,samsung_SM-J337P,US,0,1994,0,24,0,1,2,0,0.119047619,0,42,samsung,0,8,0,0,0,1,0,TRUE,591109313662136217,nG4RKJEM0,NA,,
id27644,8.0.0,samsung_SM-A520F,GB,1,1991,0,27,0,2,0,0.02142857143,0.3214285714,0,140,samsung,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id45375,8.1.0,LGE_LM-V405,US,0,2000,0,18,0,0,0,0.01923076923,0.1153846154,0,52,LGE,0,8,0,0,0,1,0,TRUE,586206336715673895,Facebook,Copy Tests,,
id118917,8.0.0,motorola_Moto Z (2),US,0,1996,0,22,0,4,1,0.03351955307,0.2625698324,0,179,motorola,0,8,0,0,0,1,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id12924,8.0.0,samsung_SM-G930T,US,0,1985,0,33,0,3,1,0.04,0.09333333333,0,75,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id131992,7,LGE_LG-M430,US,0,1997,0,21,0,1,0,0.03773584906,0.2452830189,0,53,LGE,0,7,0,0,0,0,0,TRUE,586206174840680802,Facebook,Copy Tests,,
id68529,8.1.0,HUAWEI_COL-L29,FI,0,1993,0,25,0,5,1,0.01086956522,0.347826087,0,92,HUAWEI,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id62652,6.0.1,LGE_LG-M153,US,1,1990,0,28,0,0,0,0.03571428571,0.1071428571,0,28,LGE,0,6,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id33274,8.0.0,samsung_SM-G930V,US,1,1998,0,20,0,0,1,0.03571428571,0.05357142857,0,56,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i273dcf86faab892,Facebook,Campaign 2018-10-05 12:10:35:839,,
id64693,7,LGE_VS835,US,0,1997,0,21,0,3,1,0.02,0.14,0,50,LGE,0,7,0,0,0,0,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id88584,7,LGE_LGMS210,US,1,1987,0,31,0,1,0,0,0.2285714286,0,35,LGE,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id34488,7.1.1,google_Samsung Chromebook 3,US,0,1997,0,21,0,3,0,0,0.2173913043,0,23,google,0,7,0,0,0,0,0,FALSE,NA,NA,NA,,
id61022,8.0.0,samsung_SM-G960U,US,0,1995,0,23,0,7,2,0.003571428571,0.4,0,280,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id68934,7.1.2,LGE_LG-SP200,US,1,1974,0,44,0,0,1,0,0.1428571429,0,28,LGE,0,7,0,0,1,0,0,FALSE,NA,NA,NA,,
id66739,7,HUAWEI_RNE-L21,DK,0,1986,20.10048,32,0,2,1,0.04545454545,0.2272727273,0,44,HUAWEI,0,7,0,0,0,0,0,TRUE,578274137794105583,Facebook,Play Games Earn Money,,
id56255,7.1.1,samsung_SM-J250G,AU,0,2005,0,13,0,1,0,0.05769230769,0.3653846154,0,52,samsung,0,7,0,0,0,0,0,FALSE,459854949149556525,Facebook,Play Games. Earn Money.,,
id53102,6.0.1,Sony_D6603,GB,1,1991,0,27,0,2,0,0.02564102564,0.1794871795,0,39,Sony,0,6,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id106788,8.0.0,LGE_LG-G710,US,1,1994,0,24,0,3,1,0.07692307692,0.1538461538,0,65,LGE,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id66549,6.0.1,samsung_SM-T819,US,1,1988,0,30,0,2,1,0.04255319149,0.1170212766,0,94,samsung,0,6,0,0,1,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id135567,8.0.0,samsung_SM-G965U,US,0,1985,0,33,0,14,3,0.01072386059,0.1313672922,0,373,samsung,0,8,0,0,0,1,0,TRUE,576465400783883159,Facebook,Gamer Giftcards,,
id86170,8.0.0,HUAWEI_LDN-LX2,SG,0,2005,0,13,0,2,1,0,0.1162790698,0,43,HUAWEI,0,8,0,0,0,1,0,FALSE,595970253721580304,M8AWSikib,NA,,
id79643,8.1.0,Alco_RCT6A03W13,US,1,1986,0,32,0,3,1,0.07692307692,0.358974359,0,39,Alco,0,8,0,0,1,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id113290,6.0.1,ZTE_N9136,US,1,1979,0,39,0,4,1,0.01408450704,0.1267605634,0,71,ZTE,0,6,0,0,1,0,0,FALSE,568854315415129371,Facebook,Amazon,,
id126581,8.1.0,OnePlus_ONEPLUS A5010,SG,0,2005,0,13,0,2,0,0,0.08421052632,0,95,OnePlus,0,8,0,0,0,1,0,TRUE,574248866862758629,Facebook,Amazon,,
id16990,7,samsung_SM-G920F,GB,0,1995,0,23,0,0,0,0,0.1967213115,0,61,samsung,0,7,0,0,0,0,0,TRUE,573880939902959083,Facebook,Fortnite,,
id54312,8.0.0,motorola_moto g(6),US,1,2000,0,18,0,1,0,0.0243902439,0.09756097561,0,41,motorola,0,8,0,0,1,1,0,FALSE,NA,NA,NA,,
id10023,5.1.1,ZTE_Z959,US,0,2000,0,18,0,0,0,0.01470588235,0.08823529412,0,68,ZTE,0,5,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id4329,8.0.0,samsung_SM-J330FN,GB,0,2001,0,17,0,2,1,0,0.15,0,40,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id134501,7.1.2,LGE_LM-X210CM,US,1,1983,0,35,0,1,1,0,0.06060606061,0,33,LGE,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id40108,8.0.0,samsung_SM-G950F,GB,0,1984,0,34,0,6,2,0.02,0.18,0,100,samsung,0,8,0,0,0,1,0,TRUE,459856103233242576,Facebook,Play Games. Earn Money.,,
id141257,8.0.0,samsung_SM-G930F,SE,0,1973,0,45,0,1,1,0.03846153846,0.2115384615,0,104,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id119027,8.0.0,HUAWEI_BND-L21,GB,0,1977,0,41,0,7,1,0.00350877193,0.6280701754,0,285,HUAWEI,0,8,0,0,0,1,0,FALSE,NA,NA,NA,,
id86661,6.0.1,samsung_SM-G532M,US,0,2005,0,13,0,1,0,0.04,0.08,0,25,samsung,0,6,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id132578,8.1.0,HUAWEI_EML-L09,CA,1,1999,0,19,0,4,1,0.06578947368,0.1842105263,0,76,HUAWEI,0,8,0,0,1,1,0,TRUE,576417976967144256,Facebook,Starbucks,,
id60332,9,Xiaomi_Mi A2 Lite,GB,0,2005,0,13,0,4,2,0.04545454545,0.1060606061,0,66,Xiaomi,0,9,0,0,0,1,0,FALSE,459856103233242576,Facebook,Play Games. Earn Money.,,
id74039,7,LGE_VS987,US,0,1994,0,24,0,6,0,0.01538461538,0.2615384615,0,65,LGE,0,7,0,0,0,0,0,TRUE,NA,NA,NA,,
id81236,5.1.1,samsung_SM-T330NU,CA,1,1986,0,32,0,2,1,0,0.1707317073,0,41,samsung,0,5,0,0,1,0,0,FALSE,NA,NA,NA,,
id93190,8.0.0,LGE_LG-G710,US,0,1999,0,19,0,5,3,0.03164556962,0.4240506329,0,158,LGE,0,8,0,0,0,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id40936,7.1.2,LGE_LM-X212(G),US,0,1995,0,23,0,1,1,0,0.1739130435,0,23,LGE,0,7,0,0,0,0,0,FALSE,573880939902959083,Facebook,Fortnite,,
id64206,9,HMD Global_Nokia 6.1,AU,0,2005,0,13,0,2,0,0,0.28125,0,32,HMD Global,0,9,0,0,0,1,0,TRUE,NA,NA,NA,,
id136190,7.1.1,Coolpad_Coolpad 3632A,US,1,1955,0,63,0,0,0,0,0.1428571429,0,42,Coolpad,0,7,0,0,1,0,0,FALSE,NA,NA,NA,,
id29677,7.1.1,ZTE_Z855,US,0,1999,0,19,0,1,0,0,0.14,0,50,ZTE,0,7,0,0,0,0,0,FALSE,NA,NA,NA,,
id21438,6.0.1,LGE_LG-M153,US,0,2000,0,18,0,2,1,0,0.2903225806,0,31,LGE,0,6,0,0,0,0,0,FALSE,573880939902959083,Facebook,Fortnite,,
id126134,8.1.0,LGE_LM-X510WM,CA,0,1985,0,33,1,7,0,0.06666666667,0.25,1,60,LGE,0,8,1,1,0,1,0,FALSE,NA,NA,NA,,
id97716,8.0.0,samsung_SM-G950F,GB,0,1999,0,19,0,1,1,0.01639344262,0.03278688525,0,61,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id133649,8.0.0,samsung_SM-G950U,US,0,1990,0,28,0,1,0,0,0.01869158879,0,107,samsung,0,8,0,0,0,1,0,TRUE,573880939902959083,Facebook,Fortnite,,
id88282,8.0.0,LGE_LG-H831,CA,0,2000,0,18,0,2,1,0.01492537313,0.1641791045,0,67,LGE,0,8,0,0,0,1,0,TRUE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id90424,7,samsung_SM-G930F,FR,0,2003,0,15,0,3,1,0.02985074627,0.1492537313,0,67,samsung,0,7,0,0,0,0,1,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id62483,7.1.1,Sony_H3311,GB,1,1978,0,40,0,10,0,0.05747126437,0.5057471264,0,87,Sony,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id38551,8.0.0,samsung_SM-G950F,DE,0,2000,0,18,0,5,1,0.03846153846,0.1794871795,0,78,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id12969,7,Acer_B3-A40,GB,1,1984,0,34,0,2,0,0.01639344262,0.1475409836,0,61,Acer,0,7,0,0,1,0,0,FALSE,282202902410497492,YouTube,Mistplay Android/iOS,,
id101799,7.1.1,samsung_SM-T350,US,0,1994,0,24,0,5,1,0,0.2068965517,0,29,samsung,0,7,0,0,0,0,0,TRUE,282202902410497492,YouTube,Mistplay Android/iOS,,
id78178,8.0.0,samsung_SM-G935V,US,1,1980,0,38,0,0,0,0.015625,0.15625,0,64,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id119802,6,Acer_A3-A40,DE,0,2001,0,17,0,1,1,0.05172413793,0.1724137931,0,58,Acer,0,6,0,0,0,0,0,FALSE,475779249744393459,Facebook,Spiele Spielen,,
id105572,8.0.0,samsung_SM-G960U,US,1,1986,0,32,0,5,2,0.03649635036,0.2335766423,0,137,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id101898,7,samsung_SM-G920W8,CA,0,1986,0,32,1,0,0,0.01075268817,0.01075268817,1,93,samsung,0,7,1,1,0,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id122810,6.0.1,samsung_SM-S727VL,US,0,1972,0,46,0,3,0,0,0.152173913,0,46,samsung,0,6,0,0,0,0,0,TRUE,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
id120955,6.0.1,ZTE_Z957,CA,1,2000,0,18,0,1,1,0.06382978723,0.04255319149,0,47,ZTE,0,6,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id58748,8.0.0,samsung_SM-G950U,US,1,1996,0,22,0,2,2,0,0.1014492754,0,69,samsung,0,8,0,0,1,1,0,TRUE,568853918193827296,Facebook,Amazon,,
id111007,7.1.1,motorola_Moto E (4),US,0,1995,0,23,0,1,0,0,0.3469387755,0,49,motorola,0,7,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id99225,7,LGE_LG-M470,CA,1,1988,0,30,0,6,0,0.1272727273,0.2545454545,0,55,LGE,0,7,0,0,1,0,0,TRUE,576422175842834761,Facebook,Yahtzee,,
id114435,8.0.0,samsung_SM-G960U,US,1,1966,0,52,0,4,1,0.01785714286,0.125,0,112,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id75545,8.0.0,samsung_SM-G950U,US,0,1994,0,24,0,1,1,0.01470588235,0.04411764706,0,68,samsung,0,8,0,0,0,1,0,TRUE,573880939902959083,Facebook,Fortnite,,
